款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,前次決算數,本年度與上年度比較,說明
2,53,,,0405640000,臺灣澎湖地方法院,172 ,202 ,150 ,-30 ,
2,53,1,,0405640100,罰金罰鍰及怠金,2 ,2 ,-,-,
2,53,1,1,0405640101,罰金罰鍰,2 ,2 ,-,-,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。
"
2,53,2,,0405640200,沒入及沒收財物,170 ,200 ,150 ,-30 ,
2,53,2,1,0405640201,沒入金,170 ,200 ,150 ,-30 ,"本年度預算數係沒入刑事保證金
等收入。
"
2,54,,,0405800000,臺灣高雄少年法院,21 ,21 ,115 ,-,
2,54,1,,0405800100,罰金罰鍰及怠金,1 ,1 ,-,-,
2,54,1,1,0405800101,罰金罰鍰,1 ,1 ,-,-,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。
"
2,54,2,,0405800200,沒入及沒收財物,20 ,20 ,115 ,-,
2,54,2,1,0405800201,沒入金,20 ,20 ,115 ,-,"本年度預算數係沒入刑事保證金
等收入。
"
2,55,,,0405900000,福建高等法院金門分院,-,-,50 ,-,
2,55,1,,0405900200,沒入及沒收財物,-,-,50 ,-,
2,55,1,1,0405900201,沒入金,-,-,50 ,-,"前年度決算數係沒入刑事保證金
等收入。
"
2,56,,,0405910000,福建金門地方法院,86 ,56 ,111 ,30 ,
2,56,1,,0405910100,罰金罰鍰及怠金,6 ,6 ,-,-,
2,56,1,1,0405910101,罰金罰鍰,6 ,6 ,-,-,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。
"
2,56,2,,0405910200,沒入及沒收財物,80 ,50 ,110 ,30 ,
2,56,2,1,0405910201,沒入金,80 ,50 ,110 ,30 ,"本年度預算數係沒入刑事保證金
等收入。
"
2,56,3,,0405910300,賠償收入,-,-,1 ,-,
2,56,3,1,0405910301,一般賠償收入,-,-,1 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,57,,,0405930000,福建連江地方法院,-,-,2 ,-,
2,57,1,,0405930300,賠償收入,-,-,2 ,-,
2,57,1,1,0405930301,一般賠償收入,-,-,2 ,-,"前年度決算數係廠商違約逾期完
工之賠償收入。
"
2,58,,,0406010000,考試院,-,-,7 ,-,
2,58,1,,0406010300,賠償收入,-,-,7 ,-,
2,58,1,1,0406010301,一般賠償收入,-,-,7 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,59,,,0406200000,銓敘部,-,-,568 ,-,
2,59,1,,0406200300,賠償收入,-,-,568 ,-,
2,59,1,1,0406200301,一般賠償收入,-,-,568 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,60,,,0406400000,國家文官培訓所,-,-,63 ,-,
2,60,1,,0406400300,賠償收入,-,-,63 ,-,
2,60,1,1,0406400301,一般賠償收入,-,-,63 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,61,,,0407010000,監察院,"7,315 ","7,920 ","9,479 ",-605 ,
2,61,1,,0407010100,罰金罰鍰及怠金,"6,650 ","7,320 ","1,458 ",-670 ,
2,61,1,1,0407010101,罰金罰鍰,"6,650 ","7,320 ","1,458 ",-670 ,"本年度預算數係違反公職人員財
產申報法、利益衝突迴避法及政
治獻金法等規定之罰鍰收入。
"
2,61,2,,0407010200,沒入及沒收財物,615 ,500 ,"7,986 ",115 ,
2,61,2,1,0407010201,沒入金,615 ,500 ,"7,986 ",115 ,"本年度預算數係政黨、政治團體
或擬參選人違反政治獻金法規定
辦理繳庫或依法沒入之收入。
"
2,61,3,,0407010300,賠償收入,50 ,100 ,36 ,-50 ,
2,61,3,1,0407010301,一般賠償收入,50 ,100 ,36 ,-50 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,62,,,0407700000,審計部高雄市審計處,-,-,1 ,-,
2,62,1,,0407700300,賠償收入,-,-,1 ,-,
2,62,1,1,0407700301,一般賠償收入,-,-,1 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,63,,,0408010000,內政部,-,-,"6,919 ",-,
2,63,1,,0408010100,罰金罰鍰及怠金,-,-,"1,656 ",-,
2,63,1,1,0408010101,罰金罰鍰,-,-,"1,656 ",-,"前年度決算數係違反臺灣地區與
大陸地區人民關係條例等罰款收
入。
"
2,63,2,,0408010300,賠償收入,-,-,"5,262 ",-,
2,63,2,1,0408010301,一般賠償收入,-,-,"5,262 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,64,,,0408020000,內政部土地測量局,-,-,207 ,-,
2,64,1,,0408020300,賠償收入,-,-,207 ,-,
2,64,1,1,0408020301,一般賠償收入,-,-,207 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,65,,,0408030000,內政部土地重劃工程局,-,-,101 ,-,
2,65,1,,0408030300,賠償收入,-,-,101 ,-,
2,65,1,1,0408030301,一般賠償收入,-,-,101 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,66,,,0408110000,營建署及所屬,"5,854 ","5,384 ","35,438 ",470 ,
2,66,1,,0408110100,罰金罰鍰及怠金,"2,534 ","1,534 ","4,325 ","1,000 ",
2,66,1,1,0408110101,罰金罰鍰,"2,534 ","1,534 ","4,325 ","1,000 ","本年度預算數係國家公園轄區內
濫墾整地、盜採保育類植物等案
件，依國家公園法收取之罰金收
入。
"
2,66,2,,0408110300,賠償收入,"3,320 ","3,850 ","31,113 ",-530 ,
2,66,2,1,0408110301,一般賠償收入,"3,320 ","3,850 ","31,113 ",-530 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,67,,,0408210000,警政署,"13,329 ","3,316 ","74,232 ","10,013 ",
2,67,1,,0408210100,罰金罰鍰及怠金,234 ,221 ,990 ,13 ,
2,67,1,1,0408210101,罰金罰鍰,234 ,221 ,990 ,13 ,"本年度預算數係鐵路警察局與基
隆、台中、高雄、花蓮等4個港
務警察局依據鐵路法、社會秩序
維護法取締車上小販、攜帶違禁
品、違反善良風俗及妨害安寧秩
序等裁處案件之罰鍰收入。
"
2,67,2,,0408210200,沒入及沒收財物,-,-,3 ,-,
2,67,2,1,0408210202,沒收物變價,-,-,3 ,-,"前年度決算數係花蓮港務警察局
拍賣逾期未領汽車價款收入。
"
2,67,3,,0408210300,賠償收入,"13,095 ","3,095 ","73,239 ","10,000 ",
2,67,3,1,0408210301,一般賠償收入,"13,095 ","3,095 ","73,239 ","10,000 ","本年度預算數係廠商違約逾期交
貨之賠償等收入。
"
2,68,,,0408240000,警政署國道公路警察局,-,-,949 ,-,
2,68,1,,0408240300,賠償收入,-,-,949 ,-,
2,68,1,1,0408240301,一般賠償收入,-,-,949 ,-,"前年度決算數係太平產物公司給
付第四警察隊巡邏車被撞毀理賠
金等收入。
"
2,69,,,0408260000,警政署刑事警察局,250 ,250 ,315 ,-,
2,69,1,,0408260300,賠償收入,250 ,250 ,315 ,-,
2,69,1,1,0408260301,一般賠償收入,250 ,250 ,315 ,-,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,70,,,0408410000,中央警察大學,500 ,500 ,"1,305 ",-,
2,70,1,,0408410300,賠償收入,500 ,500 ,"1,305 ",-,
2,70,1,1,0408410301,一般賠償收入,500 ,500 ,"1,305 ",-,"本年度預算數係學生退學或畢業
學生服務未滿6年之賠償收入。
"
2,71,,,0408420000,臺灣警察專科學校,"1,200 ","3,000 ","3,576 ","-1,800 ",
2,71,1,,0408420300,賠償收入,"1,200 ","3,000 ","3,576 ","-1,800 ",
2,71,1,1,0408420301,一般賠償收入,"1,200 ","3,000 ","3,576 ","-1,800 ","本年度預算數係學生退學或畢業
學生服務未滿4年之賠償收入。
"
2,72,,,0408510000,消防署及所屬,-,"5,000 ","9,777 ","-5,000 ",
2,72,1,,0408510100,罰金罰鍰及怠金,-,-,42 ,-,
2,72,1,1,0408510101,罰金罰鍰,-,-,42 ,-,"前年度決算數係廠商違反消防法
相關規定之罰鍰收入。
"
2,72,2,,0408510300,賠償收入,-,"5,000 ","9,735 ","-5,000 ",
2,72,2,1,0408510301,一般賠償收入,-,"5,000 ","9,735 ","-5,000 ","上年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,73,,,0408550000,役政署,-,-,"1,645 ",-,
2,73,1,,0408550300,賠償收入,-,-,"1,645 ",-,
2,73,1,1,0408550301,一般賠償收入,-,-,"1,645 ",-,"前年度決算數係廠商違約逾期交
貨賠償及替代役役男累計記過3
次罰薪等收入。
"
2,74,,,0408580000,入出國及移民署,"1,902 ","1,902 ","10,001 ",-,
2,74,1,,0408580100,罰金罰鍰及怠金,"1,600 ","1,600 ","9,449 ",-,
2,74,1,1,0408580101,罰金罰鍰,"1,600 ","1,600 ","9,449 ",-,"本年度預算數係未經報備擅自赴
大陸地區及未經通關查驗等裁處
案件之罰鍰收入。
"
2,74,2,,0408580300,賠償收入,302 ,302 ,552 ,-,
2,74,2,1,0408580301,一般賠償收入,302 ,302 ,552 ,-,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,75,,,0408610000,建築研究所,-,-,"2,351 ",-,
2,75,1,,0408610300,賠償收入,-,-,"2,351 ",-,
2,75,1,1,0408610301,一般賠償收入,-,-,"2,351 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,76,,,0408650000,空中勤務總隊,10 ,-,19 ,10 ,
2,76,1,,0408650300,賠償收入,10 ,-,19 ,10 ,
2,76,1,1,0408650301,一般賠償收入,10 ,-,19 ,10 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,77,,,0408710000,兒童局,-,-,66 ,-,
2,77,1,,0408710300,賠償收入,-,-,66 ,-,
2,77,1,1,0408710301,一般賠償收入,-,-,66 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,78,,,0411010000,外交部,"2,000 ","2,000 ","1,811 ",-,
2,78,1,,0411010300,賠償收入,"2,000 ","2,000 ","1,811 ",-,
2,78,1,1,0411010301,一般賠償收入,"2,000 ","2,000 ","1,811 ",-,"本年度預算數係採購合約逾期罰
款及駐外單位公務車失竊保險理
賠等收入。
"
2,79,,,0411100000,領事事務局,-,-,44 ,-,
2,79,1,,0411100300,賠償收入,-,-,44 ,-,
2,79,1,1,0411100301,一般賠償收入,-,-,44 ,-,"前年度決算數係印製外館通訊錄
及國內護照申請書廠商違約賠償
收入。
"
2,80,,,0414010000,國防部,49 ,10 ,52 ,39 ,
2,80,1,,0414010300,賠償收入,49 ,10 ,52 ,39 ,
2,80,1,1,0414010301,一般賠償收入,49 ,10 ,52 ,39 ,"本年度預算數係違反採購合約規
定賠償收入。
"
2,81,,,0414020000,國防部所屬,"343,284 ","619,213 ","631,770 ","-275,929 ",
2,81,1,,0414020100,罰金罰鍰及怠金,"18,200 ","19,600 ","18,892 ","-1,400 ",
2,81,1,1,0414020101,罰金罰鍰,"18,200 ","19,600 ","18,892 ","-1,400 ","本年度預算數係軍法裁判罰款收
入。
"
2,81,2,,0414020200,沒入及沒收財物,"19,569 ","24,485 ","49,783 ","-4,916 ",
2,81,2,1,0414020201,沒入金,"19,569 ","24,405 ","49,779 ","-4,836 ","本年度預算數之內容與上年度之
比較如下：
1.軍法案件沒入及沒收金490千
元，較上年度增列305千元。
2.違反採購合約規定沒入押標金
及保證金19,079千元，較上年
度減列5,141千元。
"
2,81,2,2,0414020202,沒收物變價,-,80 ,4 ,-80 ,"上年度預算數係沒收保證品變價
收入。
"
2,81,3,,0414020300,賠償收入,"305,515 ","575,128 ","563,094 ","-269,613 ",
2,81,3,1,0414020301,一般賠償收入,"305,515 ","575,128 ","563,094 ","-269,613 ","本年度預算數之內容與上年度之
比較如下：
1.一般物品、裝備器材損壞及遺
失賠償收入45,436千元，較上
年度減列121,043千元。
2.官兵服裝損壞及遺失賠償收入
446千元，較上年度減列1,386
千元。
3.軍校學生退學依約賠償收入67
,971千元，較上年度減列1,99
7千元。
4.違反採購合約規定賠償收入19
1,572千元，較上年度減列144
,786千元。
5.違反監所管理規定賠償及一般
聘僱人員賠、罰款收入90千元
，較上年度減列401千元。
"
2,82,,,0417010000,財政部,-,-,"3,971 ",-,
2,82,1,,0417010200,沒入及沒收財物,-,-,"3,898 ",-,
2,82,1,1,0417010201,沒入金,-,-,"3,898 ",-,"前年度決算數係我國加入WTO後
農產品實施關稅配額依規定沒入
獲配者或受讓人之履約保證金。
"
2,82,2,,0417010300,賠償收入,-,-,73 ,-,
2,82,2,1,0417010301,一般賠償收入,-,-,73 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,83,,,0417100000,國庫署,"1,110 ","3,150 ","68,087 ","-2,040 ",
2,83,1,,0417100100,罰金罰鍰及怠金,"1,110 ","3,150 ","68,069 ","-2,040 ",
2,83,1,1,0417100101,罰金罰鍰,"1,110 ","3,150 ","68,069 ","-2,040 ","本年度預算數係違反菸酒管理法
規定之罰鍰收入。
"
2,83,2,,0417100300,賠償收入,-,-,18 ,-,
2,83,2,1,0417100301,一般賠償收入,-,-,18 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。
"
2,84,,,0417200000,賦稅署,-,-,537 ,-,
2,84,1,,0417200300,賠償收入,-,-,537 ,-,
2,84,1,1,0417200301,一般賠償收入,-,-,537 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,85,,,0417350000,關稅總局及所屬,"664,100 ","443,700 ","589,808 ","220,400 ",
2,85,1,,0417350100,罰金罰鍰及怠金,"587,200 ","337,600 ","501,941 ","249,600 ",
2,85,1,1,0417350101,罰金罰鍰,"587,200 ","337,600 ","501,941 ","249,600 ","本年度預算數係貨主違反關稅法
及海關緝私條例等規定之罰鍰收
入。
"
2,85,2,,0417350200,沒入及沒收財物,"76,900 ","106,100 ","87,866 ","-29,200 ",
2,85,2,1,0417350202,沒收物變價,"76,900 ","106,100 ","87,866 ","-29,200 ","本年度預算數係緝獲私貨之變價
收入。
"
2,86,,,0417400000,國有財產局及所屬,-,-,"2,769 ",-,
2,86,1,,0417400300,賠償收入,-,-,"2,769 ",-,
2,86,1,1,0417400301,一般賠償收入,-,-,"2,769 ",-,"前年度決算數係國有地開發案未
經核准先行使用國有土地之賠償
金等收入。
"
2,87,,,0417450000,臺北市國稅局,"2,551,255 ","1,712,892 ","2,516,033 ","838,363 ",
2,87,1,,0417450100,罰金罰鍰及怠金,"2,551,255 ","1,712,892 ","2,516,033 ","838,363 ",
2,87,1,1,0417450101,罰金罰鍰,"2,551,255 ","1,712,892 ","2,516,033 ","838,363 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,88,,,0417460000,臺灣省北區國稅局及所屬,"2,382,103 ","1,987,715 ","2,293,578 ","394,388 ",
2,88,1,,0417460100,罰金罰鍰及怠金,"2,382,103 ","1,987,715 ","2,292,097 ","394,388 ",
2,88,1,1,0417460101,罰金罰鍰,"2,382,103 ","1,987,715 ","2,292,097 ","394,388 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,88,2,,0417460200,沒入及沒收財物,-,-,280 ,-,
2,88,2,1,0417460201,沒入金,-,-,280 ,-,"前年度決算數係沒收投標廠商履
約保證金。
"
2,88,3,,0417460300,賠償收入,-,-,"1,201 ",-,
2,88,3,1,0417460301,一般賠償收入,-,-,"1,201 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,89,,,0417470000,臺灣省中區國稅局及所屬,"1,586,805 ","1,279,509 ","1,451,565 ","307,296 ",
2,89,1,,0417470100,罰金罰鍰及怠金,"1,586,805 ","1,279,509 ","1,450,799 ","307,296 ",
2,89,1,1,0417470101,罰金罰鍰,"1,586,805 ","1,279,509 ","1,450,799 ","307,296 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,89,2,,0417470300,賠償收入,-,-,766 ,-,
2,89,2,1,0417470301,一般賠償收入,-,-,766 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,90,,,0417480000,臺灣省南區國稅局及所屬,"1,044,029 ","828,930 ","984,202 ","215,099 ",
2,90,1,,0417480100,罰金罰鍰及怠金,"1,044,029 ","828,930 ","982,204 ","215,099 ",
2,90,1,1,0417480101,罰金罰鍰,"1,044,029 ","828,930 ","982,204 ","215,099 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,90,2,,0417480200,沒入及沒收財物,-,-,600 ,-,
2,90,2,1,0417480201,沒入金,-,-,600 ,-,"前年度決算數係沒收廠商違約押
標金。
"
2,90,3,,0417480300,賠償收入,-,-,"1,398 ",-,
2,90,3,1,0417480301,一般賠償收入,-,-,"1,398 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,91,,,0417500000,高雄市國稅局,"598,993 ","491,332 ","573,649 ","107,661 ",
2,91,1,,0417500100,罰金罰鍰及怠金,"598,993 ","491,332 ","572,735 ","107,661 ",
2,91,1,1,0417500101,罰金罰鍰,"598,993 ","491,332 ","572,735 ","107,661 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。
"
2,91,2,,0417500300,賠償收入,-,-,914 ,-,
2,91,2,1,0417500301,一般賠償收入,-,-,914 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,92,,,0417550000,臺北區支付處,-,-,23 ,-,
2,92,1,,0417550300,賠償收入,-,-,23 ,-,
2,92,1,1,0417550301,一般賠償收入,-,-,23 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。
"
2,93,,,0417600000,財稅資料中心,150 ,150 ,186 ,-,
2,93,1,,0417600300,賠償收入,150 ,150 ,186 ,-,
2,93,1,1,0417600301,一般賠償收入,150 ,150 ,186 ,-,"本年度預算數係綜合所得稅課稅
資料委請廠商登錄錯誤案件之賠
償收入等。
"
2,94,,,0417700000,財稅人員訓練所,5 ,5 ,35 ,-,
2,94,1,,0417700300,賠償收入,5 ,5 ,35 ,-,
2,94,1,1,0417700301,一般賠償收入,5 ,5 ,35 ,-,"本年度預算數係學員退訓賠償書
籍費及訓練費等收入。
"
2,95,,,0420010000,教育部,"5,506 ","5,505 ","70,304 ",1 ,
2,95,1,,0420010100,罰金罰鍰及怠金,-,-,"3,830 ",-,
2,95,1,1,0420010101,罰金罰鍰,-,-,"3,830 ",-,"前年度決算數係國立新竹教育大
學附設實驗國民小學第二校區新
建外牆工程驗收廠商違約賠償等
收入。
"
2,95,2,,0420010200,沒入及沒收財物,-,-,40 ,-,
2,95,2,1,0420010201,沒入金,-,-,40 ,-,"前年度決算數係國立教育研究院
籌備處因廠商違約沒收履約保證
金收入。
"
2,95,3,,0420010300,賠償收入,"5,506 ","5,505 ","66,434 ",1 ,
2,95,3,1,0420010301,一般賠償收入,"5,506 ","5,505 ","66,434 ",1 ,"本年度預算數係教育部印製書刊
廠商違約逾期交貨及各所屬國立
高中職學校圖書逾期歸還之賠償
收入。
"
2,96,,,0421710000,國立中國醫藥研究所,15 ,-,212 ,15 ,
2,96,1,,0421710300,賠償收入,15 ,-,212 ,15 ,
2,96,1,1,0421710301,一般賠償收入,15 ,-,212 ,15 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。
"
2,97,,,0421720000,國立編譯館,-,-,108 ,-,
2,97,1,,0421720300,賠償收入,-,-,108 ,-,
2,97,1,1,0421720301,一般賠償收入,-,-,108 ,-,"前年度決算數係印製書刊廠商違
約逾期交貨之賠償收入。
"
2,98,,,0421730000,國家圖書館,-,-,618 ,-,
2,98,1,,0421730300,賠償收入,-,-,618 ,-,
2,98,1,1,0421730301,一般賠償收入,-,-,618 ,-,"前年度決算數係讀者毀損書刊之
罰款及採購財物廠商違約逾期交
貨之賠償收入。
"
2,99,,,0421740000,國立歷史博物館,-,-,175 ,-,
2,99,1,,0421740300,賠償收入,-,-,175 ,-,
2,99,1,1,0421740301,一般賠償收入,-,-,175 ,-,"前年度決算數係員工在職進修服
務未達規定年限及廠商逾期交貨
之賠償收入。
"
2,100,,,0421750000,國立臺灣科學教育館,-,-,"1,681 ",-,
2,100,1,,0421750300,賠償收入,-,-,"1,681 ",-,
2,100,1,1,0421750301,一般賠償收入,-,-,"1,681 ",-,"前年度決算數係遷建工程專案管
理公司違約疏失扣罰服務費之賠
償收入。
"
2,101,,,0421760000,國立教育資料館,-,-,33 ,-,
2,101,1,,0421760300,賠償收入,-,-,33 ,-,
2,101,1,1,0421760301,一般賠償收入,-,-,33 ,-,"前年度決算數係印製教育書刊廠
商違約逾期交貨之賠償收入。
"
2,102,,,0421770000,國立臺灣藝術教育館,-,-,480 ,-,
2,102,1,,0421770300,賠償收入,-,-,480 ,-,
2,102,1,1,0421770301,一般賠償收入,-,-,480 ,-,"前年度決算數係電話保養廠商違
約逾期施作及印製書刊等廠商違
約逾期交貨之賠償收入。
"
2,103,,,0421780000,國立國父紀念館,-,-,718 ,-,
2,103,1,,0421780300,賠償收入,-,-,718 ,-,
2,103,1,1,0421780301,一般賠償收入,-,-,718 ,-,"前年度決算數係展覽品失竊保險
理賠金、場地出借租金逾期繳納
或違規使用等賠償收入。
"
2,104,,,0421790000,國立中正紀念堂管理處,-,-,579 ,-,
2,104,1,,0421790300,賠償收入,-,-,579 ,-,
2,104,1,1,0421790301,一般賠償收入,-,-,579 ,-,"前年度決算數係機電設備整建工
程、瀝粉彩繪天花板移裝工程及
公園南側園區步道舖面工程等廠
商違約逾期完工或交貨之賠償收
入。
"
2,105,,,0421800000,國立自然科學博物館,-,320 ,205 ,-320 ,
2,105,1,,0421800300,賠償收入,-,320 ,205 ,-320 ,
2,105,1,1,0421800301,一般賠償收入,-,320 ,205 ,-320 ,"上年度預算數係購置儀器設備、
勞務外包等廠商違約逾期交貨或
完工之賠償收入，本年度改由國
立社教機構作業基金編列。
"
2,106,,,0421810000,國立科學工藝博物館,-,300 ,317 ,-300 ,
2,106,1,,0421810300,賠償收入,-,300 ,317 ,-300 ,
2,106,1,1,0421810301,一般賠償收入,-,300 ,317 ,-300 ,"上年度預算數係採購財物及營繕
工程廠商違約逾期交貨或完工之
賠償收入，本年度改由國立社教
機構作業基金編列。
"
2,107,,,0421840000,國立臺灣史前文化博物館,-,-,86 ,-,
2,107,1,,0421840300,賠償收入,-,-,86 ,-,
